,id,listing_url,last_scraped,host_location,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,bathrooms_number,bathrooms_type,listing_duration,hosting_duration,price_per_person,is_local_host,total_unique_reviews,unique_review_rate,lat_name,lng_name,lat_lng_name,covid_case_rate,lat_long_id,total_crime_per_day
48,57468,https://www.airbnb.com/rooms/57468,2020-09-08 00:00:00,"New York, New York, United States",2010-09-19 00:00:00,,,,f,East Village,3,3,t,t,East Village,Manhattan,40.72821,-73.98701,Entire loft,Entire home/apt,2,1 bath,1,1,140,3,61,3,3,61,61,3,61,t,0,0,0,0,205,0,0,2010-12-01 00:00:00,2019-06-23 00:00:00,95,10,10,10,10,10,10,f,1,1,0,0,1.72,1,undefined,3126,3199,70,t,9,0.043902439,5,6,5-6,17175.14,5-6,0.471940997
49,57754,https://www.airbnb.com/rooms/57754,2020-09-08 00:00:00,"New York, New York, United States",2010-10-31 00:00:00,within an hour,1,0.76,t,Flatiron District,1,1,t,t,Flatiron District,Manhattan,40.7403,-73.98498,Entire loft,Entire home/apt,2,1 bath,1,1,219,2,7,2,2,7,7,2,7,t,10,40,70,334,119,8,0,2011-05-24 00:00:00,2020-01-23 00:00:00,99,10,10,10,10,10,10,f,1,1,0,0,1.05,1,undefined,3166,3371,109.5,t,15,0.12605042,5,6,5-6,17175.14,5-6,0.471940997
50,60611,https://www.airbnb.com/rooms/60611,2020-09-09 00:00:00,"New York, New York, United States",2010-11-19 00:00:00,within an hour,1,1,t,East Harlem,3,3,t,t,East Harlem,Manhattan,40.79163,-73.94573,Entire apartment,Entire home/apt,2,1 bath,1,1,100,28,28,28,28,1125,1125,28,1125,t,0,0,0,0,187,3,0,2011-04-22 00:00:00,2019-11-23 00:00:00,97,10,10,10,10,9,10,f,2,2,0,0,1.64,1,undefined,3137,3291,50,t,4,0.021390374,6,7,6-7,20558.47,6-7,0.307233834
51,62891,https://www.airbnb.com/rooms/62891,2020-09-08 00:00:00,"New York, New York, United States",2010-12-01 00:00:00,within a few hours,1,0.78,f,Alphabet City,0,0,t,t,East Village,Manhattan,40.72477,-73.98161,Entire house,Entire home/apt,3,1 bath,,2,140,3,365,3,3,365,365,3,365,t,0,0,0,160,198,10,1,2010-12-20 00:00:00,2020-08-19 00:00:00,85,9,8,8,7,10,8,f,2,2,0,0,1.67,1,undefined,3530,3549,46.66666667,t,18,0.090909091,5,6,5-6,17175.14,5-6,0.471940997
52,62925,https://www.airbnb.com/rooms/62925,2020-09-08 00:00:00,"Brooklyn, New York, United States",2010-12-01 00:00:00,within an hour,1,0.88,t,Greenpoint,3,3,t,t,Greenpoint,Brooklyn,40.72945,-73.95511,Entire house,Entire home/apt,4,2 baths,2,2,285,3,90,3,3,90,90,3,90,t,24,53,81,356,129,4,1,2011-03-05 00:00:00,2020-08-14 00:00:00,96,9,9,10,10,10,9,f,3,3,0,0,1.11,2,undefined,3450,3544,71.25,t,15,0.11627907,5,6,5-6,17175.14,5-6,0.471940997
53,63320,https://www.airbnb.com/rooms/63320,2020-09-09 00:00:00,"New York, New York, United States",2010-11-29 00:00:00,within an hour,1,0.94,f,West Brighton,5,5,t,t,Tompkinsville,Staten Island,40.63481,-74.08519,Private room in apartment,Private room,2,1 shared bath,1,0,38,2,365,2,2,365,365,2,365,t,19,49,79,354,250,52,0,2018-02-24 00:00:00,2020-08-02 00:00:00,92,10,9,10,10,9,9,f,5,0,5,0,8.07,1,shared,890,3534,19,t,15,0.06,3,4,3-4,7472.51,3-4,0.061751578
54,63360,https://www.airbnb.com/rooms/63360,2020-09-09 00:00:00,"New York, New York, United States",2010-12-02 00:00:00,,,0.9,f,Astoria,1,1,t,t,Astoria,Queens,40.75384,-73.91433,Entire guest suite,Entire home/apt,5,1 bath,1,3,140,4,28,4,6,28,28,4.3,28,t,30,60,80,354,480,31,0,2011-06-20 00:00:00,2020-03-21 00:00:00,93,9,9,10,10,10,9,f,1,1,0,0,4.27,1,undefined,3197,3397,28,t,5,0.010416667,6,7,6-7,20558.47,5-7,0.131014587
55,63693,https://www.airbnb.com/rooms/63693,2020-09-08 00:00:00,"New York, New York, United States",2010-12-01 00:00:00,within a few hours,1,0.78,f,Alphabet City,0,0,t,t,East Village,Manhattan,40.72185,-73.98246,Entire house,Entire home/apt,4,2 baths,2,2,200,5,365,5,5,365,365,5,365,t,0,0,0,0,153,7,0,2011-01-06 00:00:00,2020-01-03 00:00:00,87,9,8,9,9,10,9,f,2,2,0,0,1.3,2,undefined,3284,3320,50,t,24,0.156862745,5,6,5-6,17175.14,5-6,0.471940997
56,64107,https://www.airbnb.com/rooms/64107,2020-09-08 00:00:00,"New York, New York, United States",2010-12-08 00:00:00,within an hour,1,1,t,Crown Heights,1,1,t,t,Crown Heights,Brooklyn,40.6778,-73.94339,Private room in townhouse,Private room,2,1 shared bath,1,0,100,3,29,3,3,1125,1125,3,1125,t,0,14,44,318,308,15,0,2011-01-01 00:00:00,2020-01-03 00:00:00,96,10,10,10,10,10,10,f,1,0,1,0,2.61,1,shared,3289,3313,50,t,7,0.022727273,4,7,4-7,19004.67,4-7,0.476812541
57,64314,https://www.airbnb.com/rooms/64314,2020-09-09 00:00:00,"Brooklyn, New York, United States",2010-12-09 00:00:00,within a day,1,1,f,Crown Heights,1,1,t,t,Crown Heights,Brooklyn,40.6761,-73.9529,Private room in apartment,Private room,2,1 bath,1,1,75,6,182,6,6,1125,1125,6,1125,t,0,0,0,0,50,6,0,2018-06-16 00:00:00,2020-02-22 00:00:00,98,10,10,10,10,10,10,t,1,0,1,0,1.84,1,undefined,616,3362,37.5,t,5,0.1,4,6,4-6,12549.77,4-6,0.244448073
58,65200,https://www.airbnb.com/rooms/65200,2020-09-09 00:00:00,"New York, New York, United States",2010-12-14 00:00:00,within an hour,1,0,f,Bedford-Stuyvesant,1,1,t,t,Bedford-Stuyvesant,Brooklyn,40.68027,-73.94433,Private room in apartment,Private room,1,1 shared bath,1,1,36,30,365,30,30,365,365,30,365,t,0,0,0,0,80,3,0,2012-10-08 00:00:00,2020-02-08 00:00:00,88,8,9,10,10,8,9,f,1,0,1,0,0.83,1,shared,2679,3343,36,t,4,0.05,4,7,4-7,19004.67,4-7,0.476812541
59,65660,https://www.airbnb.com/rooms/65660,2020-09-08 00:00:00,"New York, New York, United States",2010-12-16 00:00:00,within an hour,1,0.94,f,Williamsburg,1,1,t,t,Williamsburg,Brooklyn,40.70863,-73.94641,Entire apartment,Entire home/apt,3,1 bath,1,1,105,4,90,4,4,90,90,4,90,t,2,32,62,177,157,19,0,2011-01-04 00:00:00,2020-02-29 00:00:00,90,9,9,9,9,10,9,f,1,1,0,0,1.33,1,undefined,3343,3362,35,t,4,0.025477707,5,7,5-7,6381.48,5-7,0.131014587
60,66251,https://www.airbnb.com/rooms/66251,2020-09-08 00:00:00,"New York, New York, United States",2010-12-21 00:00:00,within a few hours,0.94,0.89,t,East Village,2,2,t,t,East Village,Manhattan,40.72681,-73.98534,Entire loft,Entire home/apt,2,1 bath,,1,149,4,29,4,4,29,29,4,29,t,10,40,70,70,93,21,1,2015-04-26 00:00:00,2020-08-24 00:00:00,99,10,10,10,10,10,10,f,1,1,0,0,1.42,1,undefined,1947,3534,74.5,t,8,0.086021505,5,6,5-6,17175.14,5-6,0.471940997
61,66741,https://www.airbnb.com/rooms/66741,2020-09-09 00:00:00,"Brooklyn, New York, United States",2010-12-26 00:00:00,within a few hours,0.86,0.98,f,Park Slope,3,3,t,t,Park Slope,Brooklyn,40.67732,-73.98225,Entire apartment,Entire home/apt,5,1 bath,1,3,236,2,360,2,2,360,360,2,360,t,2,2,4,230,250,22,0,2011-01-29 00:00:00,2020-03-16 00:00:00,96,10,10,10,10,10,10,f,2,2,0,0,2.14,1,undefined,3334,3368,47.2,t,4,0.016,4,6,4-6,12549.77,4-6,0.244448073
62,67397,https://www.airbnb.com/rooms/67397,2020-09-09 00:00:00,"New York, New York, United States",2011-01-01 00:00:00,,,1,t,Harlem,1,1,t,t,Harlem,Manhattan,40.80332,-73.95741,Private room in apartment,Private room,2,1 shared bath,1,1,122,15,30,10,15,30,30,13.9,30,t,0,0,0,219,112,13,0,2011-04-19 00:00:00,2019-12-31 00:00:00,96,10,10,10,10,10,10,f,1,0,1,0,0.98,1,shared,3178,3286,61,t,7,0.0625,7,6,7-6,4113.43,6-6,0.26869693
63,68735,https://www.airbnb.com/rooms/68735,2020-09-08 00:00:00,"New York, New York, United States",2011-01-10 00:00:00,within a day,1,0.25,f,Upper West Side,1,1,t,t,Upper West Side,Manhattan,40.78971,-73.9729,Entire apartment,Entire home/apt,2,1 bath,1,1,199,11,200,11,11,200,200,11,200,t,24,54,84,359,33,3,0,2011-09-27 00:00:00,2020-03-16 00:00:00,99,10,10,10,10,10,10,f,1,1,0,0,0.3,1,undefined,3093,3353,99.5,t,4,0.121212121,6,6,6-6,25265.89,6-6,0.26869693
64,68765,https://www.airbnb.com/rooms/68765,2020-09-08 00:00:00,"Brooklyn, New York, United States",2010-11-09 00:00:00,within an hour,1,0.97,t,Carroll Gardens,4,4,t,t,Carroll Gardens,Brooklyn,40.67817,-73.99495,Entire apartment,Entire home/apt,5,1 bath,3,4,229,4,60,4,4,1125,1125,4,1125,t,0,12,20,282,138,22,1,2013-01-02 00:00:00,2020-08-30 00:00:00,99,10,10,10,10,10,10,t,4,4,0,0,1.47,1,undefined,2797,3582,45.8,t,4,0.028985507,4,6,4-6,12549.77,4-6,0.244448073
65,68974,https://www.airbnb.com/rooms/68974,2020-09-08 00:00:00,"New York, New York, United States",2010-11-08 00:00:00,within an hour,1,0.93,t,Chinatown,2,2,t,t,Little Italy,Manhattan,40.71943,-73.99627,Entire loft,Entire home/apt,6,1 bath,3,3,611,2,1125,2,2,1125,1125,2,1125,t,30,60,90,358,216,16,1,2011-03-04 00:00:00,2020-09-01 00:00:00,97,10,10,10,10,10,9,f,1,1,0,0,1.86,1,undefined,3469,3585,101.8333333,t,12,0.055555556,5,6,5-6,17175.14,5-6,0.471940997
66,74073,https://www.airbnb.com/rooms/74073,2020-09-08 00:00:00,"New York, New York, United States",2010-08-24 00:00:00,within an hour,1,0.96,t,South Williamsburg,2,2,t,t,Williamsburg,Brooklyn,40.71113,-73.96054,Entire apartment,Entire home/apt,4,1 bath,1,1,187,30,1125,30,30,1125,1125,30,1125,t,2,2,9,44,90,21,0,2011-06-27 00:00:00,2020-07-31 00:00:00,100,10,10,10,10,10,10,t,1,1,0,0,0.8,1,undefined,3322,3629,46.75,t,9,0.1,5,6,5-6,17175.14,5-6,0.471940997
67,75635,https://www.airbnb.com/rooms/75635,2020-09-08 00:00:00,"New York, New York, United States",2011-02-20 00:00:00,within a day,1,1,t,Lower East Side,1,1,t,t,Lower East Side,Manhattan,40.71876,-73.98394,Entire apartment,Entire home/apt,3,1 bath,1,2,150,3,730,3,3,730,730,3,730,t,24,41,47,311,321,24,0,2011-02-28 00:00:00,2020-03-14 00:00:00,96,10,10,10,10,10,10,f,1,1,0,0,2.77,1,undefined,3302,3310,50,t,7,0.021806854,5,6,5-6,17175.14,5-6,0.471940997
68,76761,https://www.airbnb.com/rooms/76761,2020-09-09 00:00:00,"Arkport, New York, United States",2010-05-05 00:00:00,within an hour,1,0.98,t,Park Slope,5,5,t,t,South Slope,Brooklyn,40.66552,-73.99019,Entire apartment,Entire home/apt,4,1 bath,2,3,142,30,1125,1,30,1125,1125,29.6,1125,t,20,50,73,73,434,25,0,2011-04-18 00:00:00,2020-03-30 00:00:00,97,10,10,10,10,10,10,f,2,2,0,0,3.79,1,undefined,3269,3617,35.5,t,8,0.01843318,4,6,4-6,12549.77,4-6,0.244448073
69,76761,https://www.airbnb.com/rooms/76761,2020-09-09 00:00:00,"Arkport, New York, United States",2010-05-05 00:00:00,within an hour,1,0.98,t,Park Slope,5,5,t,t,South Slope,Brooklyn,40.66552,-73.99019,Entire apartment,Entire home/apt,4,1 bath,2,3,142,30,1125,1,30,1125,1125,29.6,1125,t,20,50,73,73,434,25,0,2011-04-18 00:00:00,2020-03-30 00:00:00,97,10,10,10,10,10,10,f,2,2,0,0,3.79,1,undefined,3269,3617,35.5,t,8,0.01843318,4,6,4-6,12549.77,4-6,0.244448073
70,82638,https://www.airbnb.com/rooms/82638,2020-09-08 00:00:00,"New York, New York, United States",2011-03-18 00:00:00,within a day,0.6,0.73,f,Alphabet City,1,1,t,f,East Village,Manhattan,40.72399,-73.98374,Entire apartment,Entire home/apt,2,1 bath,1,1,125,5,40,5,5,40,40,5,40,t,22,50,80,355,265,17,1,2011-04-23 00:00:00,2020-08-10 00:00:00,96,10,9,10,10,10,9,f,1,1,0,0,2.32,1,undefined,3397,3433,62.5,t,6,0.022641509,5,6,5-6,17175.14,5-6,0.471940997
71,86215,https://www.airbnb.com/rooms/86215,2020-09-08 00:00:00,"New York, New York, United States",2010-12-27 00:00:00,within a few hours,1,0.71,t,Lower East Side,2,2,t,t,Lower East Side,Manhattan,40.71965,-73.98766,Entire apartment,Entire home/apt,6,1 bath,2,3,216,2,28,2,2,28,28,2,28,t,30,60,90,180,166,8,0,2011-04-26 00:00:00,2020-03-06 00:00:00,95,10,10,10,10,10,10,f,2,1,1,0,1.45,1,undefined,3237,3357,36,t,4,0.024096386,5,6,5-6,17175.14,5-6,0.471940997
72,94477,https://www.airbnb.com/rooms/94477,2020-09-08 00:00:00,"Brooklyn, New York, United States",2011-04-02 00:00:00,within a few hours,1,0.92,t,Bedford-Stuyvesant,1,1,t,f,Bedford-Stuyvesant,Brooklyn,40.69305,-73.93185,Entire apartment,Entire home/apt,6,1 bath,2,3,127,2,150,2,2,1125,1125,2,1125,t,0,0,1,8,400,30,0,2011-08-17 00:00:00,2020-03-15 00:00:00,95,10,9,10,10,9,10,f,1,1,0,0,3.62,1,undefined,3133,3270,21.16666667,t,5,0.0125,4,7,4-7,19004.67,4-7,0.476812541
73,100368,https://www.airbnb.com/rooms/100368,2020-09-08 00:00:00,US,2011-04-21 00:00:00,,,,f,Chelsea,4,4,t,t,Chelsea,Manhattan,40.74056,-74.00143,Entire apartment,Entire home/apt,2,1 bath,1,1,196,30,270,30,30,1125,1125,30,1125,t,7,37,67,342,32,0,0,2011-07-17 00:00:00,2019-07-05 00:00:00,97,10,9,10,10,10,9,f,1,1,0,0,0.29,1,undefined,2910,2997,98,f,4,0.125,5,5,5-5,11992.5,5-6,0.471940997
74,105790,https://www.airbnb.com/rooms/105790,2020-09-09 00:00:00,"New York, New York, United States",2011-05-01 00:00:00,,,0,f,Harlem,2,2,t,t,Harlem,Manhattan,40.82123,-73.95424,Private room in apartment,Private room,2,1 shared bath,1,0,80,4,365,4,4,365,365,4,365,t,0,0,0,0,150,72,0,2019-03-08 00:00:00,2020-03-12 00:00:00,98,9,9,10,10,9,10,f,1,0,1,0,8.15,1,shared,370,3238,40,t,22,0.146666667,7,6,7-6,4113.43,7-6,0.039298933
75,106363,https://www.airbnb.com/rooms/106363,2020-09-08 00:00:00,"New York, New York, United States",2011-05-02 00:00:00,within an hour,1,0.98,t,Hamilton Heights,3,3,t,t,Harlem,Manhattan,40.82773,-73.95231,Private room in apartment,Private room,1,1.5 baths,1,1,80,5,30,5,5,1125,1125,5,1125,t,23,40,70,336,417,26,0,2011-05-18 00:00:00,2020-03-15 00:00:00,97,10,10,10,10,10,10,f,1,0,1,0,3.68,1.5,undefined,3224,3240,80,t,9,0.021582734,7,7,7-7,34191.35,7-7,0.575685826
76,107630,https://www.airbnb.com/rooms/107630,2020-09-08 00:00:00,"Brooklyn, New York, United States",2010-12-01 00:00:00,within an hour,1,0.88,t,Greenpoint,3,3,t,t,Greenpoint,Brooklyn,40.72911,-73.95493,Entire house,Entire home/apt,3,1 bath,1,2,175,3,90,3,3,90,90,3,90,t,15,43,69,344,272,17,1,2011-06-16 00:00:00,2020-08-23 00:00:00,95,9,9,10,10,10,9,f,3,3,0,0,2.42,1,undefined,3356,3553,58.33333333,t,6,0.022058824,5,6,5-6,17175.14,5-6,0.471940997
77,110739,https://www.airbnb.com/rooms/110739,2020-09-08 00:00:00,"New York, New York, United States",2011-05-08 00:00:00,within a few hours,1,0.67,f,Flatiron District,6,6,t,t,Midtown,Manhattan,40.74503,-73.98876,Entire loft,Entire home/apt,2,1 bath,,2,110,14,1125,14,14,1125,1125,14,1125,t,5,14,35,262,58,2,0,2011-09-22 00:00:00,2019-11-12 00:00:00,98,10,10,10,10,10,10,f,1,1,0,0,0.53,1,undefined,2973,3110,55,t,7,0.120689655,5,6,5-6,17175.14,5-6,0.471940997
78,112435,https://www.airbnb.com/rooms/112435,2020-09-08 00:00:00,"New York, New York, United States",2010-07-26 00:00:00,a few days or more,0,0.97,t,Fort Greene,2,2,t,t,Fort Greene,Brooklyn,40.69088,-73.97307,Private room in house,Private room,2,1 bath,1,1,95,2,30,2,2,30,30,2,30,t,30,60,90,365,177,11,0,2011-06-12 00:00:00,2020-02-16 00:00:00,92,10,10,10,10,10,10,f,2,0,2,0,1.57,1,undefined,3171,3492,47.5,t,5,0.028248588,4,6,4-6,12549.77,4-6,0.244448073
79,115535,https://www.airbnb.com/rooms/115535,2020-09-09 00:00:00,"New York, New York, United States",2011-05-08 00:00:00,a few days or more,0,0.5,f,Hamilton Heights,1,1,t,t,Harlem,Manhattan,40.82399,-73.95328,Private room in apartment,Private room,1,1 shared bath,1,1,65,14,365,14,14,365,365,14,365,t,0,0,0,0,37,1,0,2011-05-23 00:00:00,2019-10-30 00:00:00,96,10,9,10,10,9,10,f,1,0,1,0,0.33,1,shared,3082,3097,65,t,5,0.135135135,7,6,7-6,4113.43,7-6,0.039298933
80,123784,https://www.airbnb.com/rooms/123784,2020-09-08 00:00:00,"New York, New York, United States",2011-05-23 00:00:00,within an hour,1,1,f,Harlem,2,2,t,f,Harlem,Manhattan,40.80481,-73.94794,Entire apartment,Entire home/apt,3,1 bath,,2,85,2,365,2,2,1125,1125,2,1125,t,27,57,87,354,167,18,0,2011-05-30 00:00:00,2020-03-14 00:00:00,94,10,9,10,10,10,9,t,2,1,1,0,1.48,1,undefined,3211,3218,28.33333333,t,9,0.053892216,7,7,7-7,34191.35,6-7,0.307233834
81,126443,https://www.airbnb.com/rooms/126443,2020-09-09 00:00:00,"New York, New York, United States",2011-05-26 00:00:00,within a few hours,0.86,0.98,f,East Village,4,4,t,t,East Village,Manhattan,40.72939,-73.98857,Entire townhouse,Entire home/apt,9,2 baths,2,4,332,2,28,2,2,28,28,2,28,t,0,0,0,0,410,51,1,2012-08-27 00:00:00,2020-08-21 00:00:00,87,8,8,10,9,10,9,t,3,3,0,0,4.19,2,undefined,2916,3375,36.88888889,t,18,0.043902439,5,6,5-6,17175.14,5-6,0.471940997
82,128975,https://www.airbnb.com/rooms/128975,2020-09-08 00:00:00,"New York, New York, United States",2010-10-07 00:00:00,within a few hours,0.7,1,f,Harlem,5,5,t,t,Harlem,Manhattan,40.81333,-73.94453,Entire apartment,Entire home/apt,5,1 bath,1,2,143,1,30,1,1,30,30,1,30,t,30,60,90,365,128,9,0,2011-06-08 00:00:00,2020-03-20 00:00:00,92,9,9,9,9,9,9,f,5,2,3,0,1.14,1,undefined,3208,3452,28.6,t,4,0.03125,7,7,7-7,34191.35,7-7,0.575685826
83,133025,https://www.airbnb.com/rooms/133025,2020-09-08 00:00:00,"New York, New York, United States",2011-06-01 00:00:00,within an hour,0.9,0.97,t,Murray Hill,1,1,t,f,Murray Hill,Manhattan,40.7463,-73.97926,Private room in apartment,Private room,1,1 shared bath,1,0,68,4,60,4,4,60,60,4,60,t,18,24,50,257,131,24,0,2011-06-11 00:00:00,2020-03-14 00:00:00,97,10,10,10,10,10,10,f,1,0,1,0,1.16,1,shared,3199,3209,68,t,6,0.045801527,5,6,5-6,17175.14,5-6,0.471940997
84,135393,https://www.airbnb.com/rooms/135393,2020-09-09 00:00:00,"New York, New York, United States",2011-06-04 00:00:00,within a few hours,1,1,f,Flatbush,2,2,t,f,East Flatbush,Brooklyn,40.651,-73.94886,Private room in apartment,Private room,2,1 shared bath,1,1,50,30,90,30,30,90,90,30,90,t,29,59,89,178,290,15,0,2011-07-02 00:00:00,2020-03-16 00:00:00,95,10,9,10,10,9,9,f,2,0,2,0,2.59,1,shared,3180,3208,25,t,4,0.013793103,3,7,3-7,12875.38,3-7,0.139696277
85,140425,https://www.airbnb.com/rooms/140425,2020-09-08 00:00:00,"New York, New York, United States",2011-06-09 00:00:00,,,,f,Crown Heights,1,1,t,t,Crown Heights,Brooklyn,40.6755,-73.95878,Private room in apartment,Private room,4,1 bath,1,1,58,2,29,2,2,29,29,2,29,t,0,0,0,0,115,0,0,2011-07-05 00:00:00,2017-05-25 00:00:00,94,9,9,10,10,9,9,f,1,0,1,0,1.03,1,undefined,2151,2177,14.5,t,4,0.034782609,4,6,4-6,12549.77,4-6,0.244448073
86,148259,https://www.airbnb.com/rooms/148259,2020-09-08 00:00:00,"New York, New York, United States",2011-06-18 00:00:00,within a day,0.88,0.23,f,Williamsburg,2,2,t,t,Williamsburg,Brooklyn,40.71541,-73.94144,Entire loft,Entire home/apt,6,1 bath,3,3,235,1,60,1,1,60,60,1,60,t,29,59,89,364,78,5,0,2012-08-30 00:00:00,2019-10-27 00:00:00,97,10,9,10,10,10,10,f,1,1,0,0,0.8,1,undefined,2614,3053,39.16666667,t,12,0.153846154,5,7,5-7,6381.48,5-7,0.131014587
87,149777,https://www.airbnb.com/rooms/149777,2020-09-09 00:00:00,"New York, New York, United States",2011-06-18 00:00:00,within a few hours,0.7,0.86,f,Woodlawn,1,1,t,t,Woodlawn,Bronx,40.89747,-73.8639,Entire house,Entire home/apt,2,1 bath,1,3,114,2,7,2,2,1125,1125,2,1125,t,27,50,80,355,248,41,1,2013-01-04 00:00:00,2020-08-23 00:00:00,93,10,10,10,10,10,10,f,1,1,0,0,2.65,1,undefined,2788,3354,57,t,4,0.016129032,8,8,8-8,19302.86,8-8,0.201338994
88,151199,https://www.airbnb.com/rooms/151199,2020-09-09 00:00:00,US,2011-06-20 00:00:00,within an hour,1,0.95,t,Astoria,1,1,t,t,Astoria,Queens,40.75725,-73.91098,Entire house,Entire home/apt,2,1 bath,1,2,129,2,14,2,2,1125,1125,2,1125,t,0,7,35,306,457,27,0,2011-09-10 00:00:00,2020-06-09 00:00:00,97,10,10,10,10,10,10,f,1,1,0,0,4.17,1,undefined,3195,3277,64.5,f,16,0.035010941,6,7,6-7,20558.47,5-7,0.131014587
89,152263,https://www.airbnb.com/rooms/152263,2020-09-08 00:00:00,"New York, New York, United States",2011-06-22 00:00:00,within an hour,1,0.75,t,Harlem,3,3,t,t,Harlem,Manhattan,40.80497,-73.95016,Entire apartment,Entire home/apt,8,1 bath,2,6,300,2,21,2,2,21,21,2,21,t,30,39,67,325,229,18,0,2011-09-26 00:00:00,2020-03-08 00:00:00,96,10,10,10,10,10,10,f,3,1,2,0,2.1,1,undefined,3086,3182,37.5,t,11,0.048034934,7,7,7-7,34191.35,6-7,0.307233834
90,158955,https://www.airbnb.com/rooms/158955,2020-09-08 00:00:00,"New York, New York, United States",2011-03-27 00:00:00,within an hour,0.95,1,f,Williamsburg,1,1,t,f,Williamsburg,Brooklyn,40.70867,-73.94284,Entire apartment,Entire home/apt,6,1 bath,2,2,138,2,365,2,2,1125,1125,2,1125,t,17,27,53,294,436,37,3,2011-08-12 00:00:00,2020-09-05 00:00:00,88,10,10,9,10,10,9,f,1,1,0,0,3.94,1,undefined,3312,3450,23,t,8,0.018348624,5,7,5-7,6381.48,5-7,0.131014587
91,159749,https://www.airbnb.com/rooms/159749,2020-09-08 00:00:00,"New York, New York, United States",2009-11-14 00:00:00,within a day,1,0.96,f,Stuyvesant Heights,3,3,t,t,Bedford-Stuyvesant,Brooklyn,40.68048,-73.93938,Private room in townhouse,Private room,3,1 private bath,1,2,87,2,365,2,2,365,365,2,365,t,7,25,55,330,76,9,0,2011-10-29 00:00:00,2020-01-03 00:00:00,95,10,9,10,10,9,9,f,3,0,3,0,0.7,1,private,2988,3702,29,t,6,0.078947368,4,7,4-7,19004.67,4-7,0.476812541
92,159815,https://www.airbnb.com/rooms/159815,2020-09-08 00:00:00,"New York, New York, United States",2009-11-14 00:00:00,within a day,1,0.96,f,Stuyvesant Heights,3,3,t,t,Bedford-Stuyvesant,Brooklyn,40.68048,-73.93938,Private room in townhouse,Private room,2,1 private bath,1,1,81,7,365,7,7,365,365,7,365,t,18,41,71,346,51,5,0,2011-10-11 00:00:00,2020-03-01 00:00:00,98,10,9,10,10,10,10,f,3,0,3,0,0.47,1,private,3064,3760,40.5,t,6,0.117647059,4,7,4-7,19004.67,4-7,0.476812541
93,161996,https://www.airbnb.com/rooms/161996,2020-09-08 00:00:00,"New York, New York, United States",2012-03-04 00:00:00,within a few hours,1,1,f,Hamilton Heights,1,1,t,t,Harlem,Manhattan,40.83096,-73.94633,Entire apartment,Entire home/apt,12,1.5 baths,3,7,395,3,90,3,3,90,90,3,90,t,27,57,87,359,247,14,0,2011-07-11 00:00:00,2020-01-31 00:00:00,92,9,8,10,10,10,9,t,1,1,0,0,2.21,1.5,undefined,3126,2889,32.91666667,t,5,0.020242915,7,7,7-7,34191.35,7-7,0.575685826
94,162493,https://www.airbnb.com/rooms/162493,2020-09-08 00:00:00,"New York, New York, United States",2011-07-04 00:00:00,within a day,1,0.6,f,South Williamsburg,1,1,t,t,Williamsburg,Brooklyn,40.71323,-73.95745,Entire townhouse,Entire home/apt,6,2.5 baths,3,3,430,5,30,5,5,30,30,5,30,t,24,54,84,140,39,2,0,2015-09-06 00:00:00,2020-06-24 00:00:00,99,10,10,10,10,10,10,f,1,1,0,0,0.64,2.5,undefined,1753,3278,71.66666667,t,7,0.179487179,5,6,5-6,17175.14,5-6,0.471940997
95,166006,https://www.airbnb.com/rooms/166006,2020-09-08 00:00:00,"Las Vegas, Nevada, United States",2011-07-07 00:00:00,within a day,0.6,1,f,Upper West Side,2,2,t,t,Upper West Side,Manhattan,40.80006,-73.96049,Entire apartment,Entire home/apt,7,1 bath,2,3,250,31,365,31,31,365,365,31,365,t,0,0,0,258,189,1,0,2011-07-30 00:00:00,2019-10-07 00:00:00,93,9,9,10,10,9,9,t,1,1,0,0,1.7,1,undefined,2991,3014,35.71428571,f,4,0.021164021,6,6,6-6,25265.89,6-6,0.26869693
96,166172,https://www.airbnb.com/rooms/166172,2020-09-09 00:00:00,"Brooklyn, New York, United States",2011-07-07 00:00:00,,,1,f,Bushwick,1,1,t,t,Bushwick,Brooklyn,40.68478,-73.9066,Private room in apartment,Private room,2,1 shared bath,1,0,55,2,30,2,2,30,30,2,30,t,0,0,0,0,70,70,3,2019-09-25 00:00:00,2020-08-25 00:00:00,99,8,7,9,7,7,7,f,1,0,1,0,5.98,1,shared,335,3337,27.5,t,9,0.128571429,4,7,4-7,19004.67,4-7,0.476812541
